Job Title,Company Name,Location,Salary Estimate,Job Description,Rating,Date Posted
Machine Learning Engineer,HealthCare Inc.,"Austin, TX",$87K-$99K,"Exciting opportunity for a Machine Learning Engineer at HealthCare Inc.. Must have experience in Jira, Power BI, SQL, Git, Snowflake, Statistics.",3.4,2024-10-05
Product Analyst,TechCorp,"Austin, TX",$106K-$118K,"Seeking a talented Product Analyst. Proficiency in Azure, Git, Spark, Statistics, Google Cloud is a must.",4.2,2024-12-12
Data Engineer,EduTech,"Denver, CO",$103K-$144K,"Seeking a talented Data Engineer. Proficiency in AWS, Power BI, Jira, Kubernetes, Statistics, Excel, Spark, Airflow is a must.",3.2,2024-02-05
Data Scientist,Innovate Solutions,"Chicago, IL",$58K-$95K,"Seeking a talented Data Scientist. Proficiency in Google Cloud, SQL, Python, Hadoop, Git, Tableau is a must.",4.3,2024-05-20
Analytics Consultant,Beta Data,"Atlanta, GA",$90K-$113K,"We are looking for a Analytics Consultant to join our team. You will be working with Kubernetes, Statistics, Machine Learning, AWS, Excel, R, Airflow, Docker.",4.6,2024-09-20
Data Engineer,EduTech,"Denver, CO",$54K-$97K,"Exciting opportunity for a Data Engineer at EduTech. Must have experience in Looker, Statistics, Python.",4.3,2025-05-18
Financial Analyst,FinancePlus,"Toronto, ON",$92K-$141K,"Join FinancePlus as a Financial Analyst. Key skills required: Google Cloud, Looker, SQL, Statistics, R, Power BI.",4.3,2024-12-06
Data Engineer,TechCorp,"Los Angeles, CA",$71K-$116K,"Seeking a talented Data Engineer. Proficiency in Machine Learning, Python, Kubernetes, Airflow, Power BI is a must.",3.6,2025-01-12
Data Analyst,Beta Data,"Atlanta, GA",$90K-$133K,"Join Beta Data as a Data Analyst. Key skills required: Machine Learning, Hadoop, Excel, SQL, Google Cloud, AWS, Kubernetes, Tableau.",3.8,2024-11-17
BI Developer,DataWiz,"Berlin, DE",$112K-$148K,"DataWiz is hiring a BI Developer. You should know Google Cloud, Snowflake, Kubernetes, Statistics, Python.",4.1,2025-12-03
BI Developer,GreenEnergy,"Berlin, DE",$64K-$88K,"Join GreenEnergy as a BI Developer. Key skills required: Looker, Statistics, AWS, Excel.",3.8,2024-08-12
Marketing Analyst,HealthCare Inc.,Remote,$69K-$89K,"Seeking a talented Marketing Analyst. Proficiency in Machine Learning, SQL, Docker, Google Cloud, AWS, Statistics, Excel is a must.",5.0,2025-02-09
Business Intelligence Analyst,EduTech,"Atlanta, GA",$56K-$75K,"Exciting opportunity for a Business Intelligence Analyst at EduTech. Must have experience in Docker, Power BI, Jira.",3.1,2025-06-20
Product Analyst,RetailGiants,Remote,$69K-$94K,"Seeking a talented Product Analyst. Proficiency in Snowflake, Looker, Kubernetes, Power BI, R, Airflow, Docker is a must.",3.6,2025-10-23
Marketing Analyst,DataWiz,"Bangalore, IN",$82K-$121K,"DataWiz is hiring a Marketing Analyst. You should know Airflow, Power BI, Looker.",4.1,2025-03-14
Data Scientist,Beta Data,"Los Angeles, CA",$107K-$126K,"Seeking a talented Data Scientist. Proficiency in Azure, Python, Docker, Excel, Power BI is a must.",3.3,2025-05-30
Product Analyst,DataWiz,"Toronto, ON",$77K-$110K,"We are looking for a Product Analyst to join our team. You will be working with Git, Power BI, R, Statistics, SQL, AWS, Excel, Spark.",3.4,2024-02-28
Senior Data Analyst,EduTech,"London, UK",$68K-$88K,"We are looking for a Senior Data Analyst to join our team. You will be working with AWS, Git, Python.",4.0,2025-02-18
Data Scientist,Gamma Group,"Boston, MA",$116K-$159K,"Join Gamma Group as a Data Scientist. Key skills required: Google Cloud, Snowflake, R, Jira, Python.",4.5,2025-08-14
Data Engineer,HealthCare Inc.,"London, UK",$77K-$110K,"Exciting opportunity for a Data Engineer at HealthCare Inc.. Must have experience in Power BI, Azure, Looker.",4.2,2025-10-15
Data Analyst,EduTech,"Los Angeles, CA",$66K-$98K,"Exciting opportunity for a Data Analyst at EduTech. Must have experience in Excel, Git, Power BI, Azure, Machine Learning, Snowflake.",4.4,2025-08-11
BI Developer,DataWiz,"London, UK",$93K-$128K,"Seeking a talented BI Developer. Proficiency in Hadoop, Airflow, Kubernetes is a must.",3.5,2025-02-26
Machine Learning Engineer,CyberSecure,"Toronto, ON",$106K-$142K,"Join CyberSecure as a Machine Learning Engineer. Key skills required: Docker, Spark, Looker, Jira, Power BI.",4.5,2025-01-14
Senior Data Analyst,EduTech,Remote,$82K-$100K,"Seeking a talented Senior Data Analyst. Proficiency in AWS, Looker, Snowflake is a must.",3.5,2025-10-06
BI Developer,FinancePlus,"Bangalore, IN",$85K-$102K,"Exciting opportunity for a BI Developer at FinancePlus. Must have experience in Kubernetes, Looker, Power BI, Snowflake, Docker.",4.5,2024-02-26
Product Analyst,Innovate Solutions,"Chicago, IL",$56K-$99K,"Seeking a talented Product Analyst. Proficiency in Snowflake, Airflow, R, SQL, Excel is a must.",3.4,2025-05-15
Senior Data Analyst,TechCorp,"New York, NY",$63K-$104K,"Exciting opportunity for a Senior Data Analyst at TechCorp. Must have experience in AWS, Git, Spark.",3.8,2025-03-29
Data Scientist,RetailGiants,"Atlanta, GA",$85K-$127K,"Join RetailGiants as a Data Scientist. Key skills required: Statistics, Power BI, Airflow, Jira, SQL, Tableau, Azure.",4.0,2025-07-03
Senior Data Analyst,Delta Dynamics,"Los Angeles, CA",$115K-$135K,"We are looking for a Senior Data Analyst to join our team. You will be working with Spark, Looker, Kubernetes, Google Cloud, R, SQL.",4.1,2025-03-23
Data Scientist,Innovate Solutions,"Los Angeles, CA",$67K-$94K,"Join Innovate Solutions as a Data Scientist. Key skills required: Snowflake, Git, Spark, Tableau, Hadoop, Kubernetes.",3.6,2025-04-27
Data Analyst,FinancePlus,"Toronto, ON",$76K-$115K,"Join FinancePlus as a Data Analyst. Key skills required: Excel, Spark, Looker, Git, Google Cloud, Jira.",3.6,2024-11-07
Senior Data Analyst,Alpha Analytics,"London, UK",$66K-$76K,"Exciting opportunity for a Senior Data Analyst at Alpha Analytics. Must have experience in AWS, Spark, Hadoop, SQL, Airflow.",4.2,2025-04-25
Data Analyst,HealthCare Inc.,"Bangalore, IN",$112K-$139K,"Exciting opportunity for a Data Analyst at HealthCare Inc.. Must have experience in Spark, Kubernetes, R, Docker, Python, Hadoop, Git, SQL.",3.7,2025-03-04
Senior Data Analyst,Delta Dynamics,"Bangalore, IN",$107K-$149K,"We are looking for a Senior Data Analyst to join our team. You will be working with Machine Learning, Spark, Airflow, Hadoop, AWS.",3.2,2024-06-30
Analytics Consultant,CyberSecure,"Berlin, DE",$114K-$162K,"CyberSecure is hiring a Analytics Consultant. You should know Hadoop, Snowflake, Machine Learning, Git, R, SQL, Python, Jira.",4.1,2024-10-19
Data Engineer,RetailGiants,"Atlanta, GA",$66K-$78K,"Join RetailGiants as a Data Engineer. Key skills required: Airflow, Git, AWS, Excel.",3.5,2025-10-06
Machine Learning Engineer,DataWiz,"Chicago, IL",$118K-$148K,"Exciting opportunity for a Machine Learning Engineer at DataWiz. Must have experience in Statistics, Docker, Google Cloud.",4.5,2025-11-07
Business Intelligence Analyst,EduTech,"Bangalore, IN",$82K-$98K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Python, Statistics, Jira.",4.4,2025-03-19
Junior Data Analyst,Innovate Solutions,Remote,$107K-$125K,"We are looking for a Junior Data Analyst to join our team. You will be working with Hadoop, Spark, Excel.",4.5,2025-10-30
Analytics Consultant,DataWiz,"Boston, MA",$74K-$120K,"Seeking a talented Analytics Consultant. Proficiency in Looker, SQL, Airflow, Excel is a must.",3.7,2025-03-09
Product Analyst,HealthCare Inc.,"New York, NY",$111K-$138K,"HealthCare Inc. is hiring a Product Analyst. You should know Snowflake, Git, Spark.",4.2,2024-01-13
Analytics Consultant,HealthCare Inc.,"Chicago, IL",$100K-$110K,"Exciting opportunity for a Analytics Consultant at HealthCare Inc.. Must have experience in R, Kubernetes, Hadoop, Power BI, AWS.",3.4,2025-03-14
Marketing Analyst,Beta Data,"Boston, MA",$90K-$115K,"Exciting opportunity for a Marketing Analyst at Beta Data. Must have experience in Snowflake, Git, Docker.",4.5,2025-07-05
Marketing Analyst,CloudSystems,"Berlin, DE",$65K-$107K,"We are looking for a Marketing Analyst to join our team. You will be working with Azure, Kubernetes, Python, Power BI.",4.7,2024-03-09
Analytics Consultant,CloudSystems,"Chicago, IL",$61K-$71K,"Join CloudSystems as a Analytics Consultant. Key skills required: Excel, Jira, Statistics, Spark, Google Cloud, Power BI, Docker, Kubernetes.",3.5,2025-07-31
BI Developer,EduTech,"Bangalore, IN",$72K-$100K,"Join EduTech as a BI Developer. Key skills required: Google Cloud, Tableau, Jira.",3.3,2024-03-09
Data Engineer,CyberSecure,"Los Angeles, CA",$50K-$85K,"CyberSecure is hiring a Data Engineer. You should know Tableau, Airflow, R, SQL, Jira.",3.3,2024-03-11
Data Scientist,DataWiz,"Austin, TX",$108K-$129K,"Seeking a talented Data Scientist. Proficiency in Spark, Python, Jira, Power BI, Docker, Snowflake, Tableau is a must.",4.5,2025-09-05
Junior Data Analyst,HealthCare Inc.,"Seattle, WA",$117K-$152K,"Exciting opportunity for a Junior Data Analyst at HealthCare Inc.. Must have experience in Google Cloud, R, Tableau, Machine Learning, Power BI, Kubernetes.",3.6,2025-12-07
Junior Data Analyst,HealthCare Inc.,"Bangalore, IN",$72K-$106K,"HealthCare Inc. is hiring a Junior Data Analyst. You should know Python, Looker, Hadoop, Excel, Snowflake, AWS.",3.1,2024-08-04
Marketing Analyst,FinancePlus,"Seattle, WA",$90K-$113K,"We are looking for a Marketing Analyst to join our team. You will be working with Jira, Python, Azure, Kubernetes, SQL, Airflow, Git.",4.2,2025-07-07
Data Scientist,HealthCare Inc.,"San Francisco, CA",$108K-$125K,"Join HealthCare Inc. as a Data Scientist. Key skills required: Machine Learning, Statistics, Azure, Docker, Excel, Tableau, Looker.",5.0,2024-04-01
Junior Data Analyst,FinancePlus,"Bangalore, IN",$86K-$135K,"We are looking for a Junior Data Analyst to join our team. You will be working with Google Cloud, R, Spark, Looker, Git.",4.4,2024-09-01
BI Developer,CyberSecure,"Austin, TX",$100K-$130K,"CyberSecure is hiring a BI Developer. You should know Spark, Google Cloud, Power BI, Jira.",3.1,2025-07-15
Business Intelligence Analyst,DataWiz,"Seattle, WA",$52K-$74K,"We are looking for a Business Intelligence Analyst to join our team. You will be working with Looker, Azure, Docker, Python, AWS, Power BI, R.",4.3,2024-01-19
BI Developer,GreenEnergy,"New York, NY",$57K-$72K,"Seeking a talented BI Developer. Proficiency in Git, Jira, Tableau, Spark, Power BI, R is a must.",4.1,2024-09-18
Data Engineer,FinancePlus,Remote,$89K-$119K,"FinancePlus is hiring a Data Engineer. You should know Azure, AWS, Spark, Hadoop, Google Cloud.",5.0,2024-01-26
Marketing Analyst,FinancePlus,"Austin, TX",$118K-$128K,"Seeking a talented Marketing Analyst. Proficiency in Tableau, Azure, Jira, SQL is a must.",3.4,2025-03-24
Data Analyst,DataWiz,"Austin, TX",$86K-$103K,"Exciting opportunity for a Data Analyst at DataWiz. Must have experience in R, Kubernetes, Snowflake, Docker, AWS.",3.6,2024-03-20
Business Intelligence Analyst,Gamma Group,Remote,$106K-$151K,"Seeking a talented Business Intelligence Analyst. Proficiency in Airflow, Machine Learning, Git is a must.",4.4,2024-07-21
Data Engineer,CloudSystems,"Boston, MA",$116K-$137K,"CloudSystems is hiring a Data Engineer. You should know R, SQL, Git, Looker, Google Cloud.",4.8,2024-12-15
Data Analyst,Beta Data,"San Francisco, CA",$111K-$151K,"Exciting opportunity for a Data Analyst at Beta Data. Must have experience in Airflow, Hadoop, Excel, Statistics, Python, Power BI, Tableau, Spark.",3.1,2025-06-07
Business Intelligence Analyst,RetailGiants,"Seattle, WA",$105K-$122K,"Seeking a talented Business Intelligence Analyst. Proficiency in AWS, Tableau, Azure, Looker, SQL, Kubernetes is a must.",3.1,2025-12-21
Junior Data Analyst,Innovate Solutions,"San Francisco, CA",$115K-$132K,"Join Innovate Solutions as a Junior Data Analyst. Key skills required: Hadoop, Power BI, Azure, R, Looker, Docker, SQL, Google Cloud.",3.2,2025-06-11
Financial Analyst,DataWiz,"Atlanta, GA",$115K-$150K,"DataWiz is hiring a Financial Analyst. You should know Python, Spark, Airflow, Excel, Hadoop, Kubernetes, Statistics, Looker.",3.1,2024-06-04
Analytics Consultant,Gamma Group,"New York, NY",$62K-$108K,"Gamma Group is hiring a Analytics Consultant. You should know Snowflake, Airflow, Spark, Kubernetes, Git.",3.1,2024-08-12
Data Analyst,EduTech,"San Francisco, CA",$57K-$71K,"Join EduTech as a Data Analyst. Key skills required: AWS, Statistics, Google Cloud.",4.7,2024-11-11
BI Developer,CloudSystems,Remote,$77K-$121K,"Seeking a talented BI Developer. Proficiency in Excel, Python, Machine Learning, Docker, Looker is a must.",3.9,2024-12-22
Financial Analyst,Beta Data,"Bangalore, IN",$114K-$161K,"Exciting opportunity for a Financial Analyst at Beta Data. Must have experience in Airflow, Azure, Git.",3.2,2024-03-28
BI Developer,Delta Dynamics,"Chicago, IL",$84K-$111K,"Join Delta Dynamics as a BI Developer. Key skills required: Airflow, Google Cloud, Azure, Hadoop, Machine Learning.",3.2,2024-05-03
Data Analyst,FinancePlus,"London, UK",$109K-$154K,"We are looking for a Data Analyst to join our team. You will be working with AWS, Statistics, R, Excel, Power BI.",3.4,2025-04-23
Product Analyst,Gamma Group,"Bangalore, IN",$85K-$130K,"We are looking for a Product Analyst to join our team. You will be working with Python, Azure, Tableau.",4.3,2024-03-16
Marketing Analyst,DataWiz,"Chicago, IL",$106K-$154K,"DataWiz is hiring a Marketing Analyst. You should know Python, Google Cloud, SQL, Hadoop.",4.0,2025-06-25
Data Analyst,RetailGiants,"Chicago, IL",$114K-$129K,"RetailGiants is hiring a Data Analyst. You should know Looker, Git, Power BI, Airflow, Python, Statistics, Hadoop, Azure.",4.1,2024-09-22
Machine Learning Engineer,Gamma Group,"Seattle, WA",$72K-$83K,"Seeking a talented Machine Learning Engineer. Proficiency in Google Cloud, Jira, Looker, Azure, Excel is a must.",3.3,2025-01-21
Business Intelligence Analyst,Innovate Solutions,"Seattle, WA",$53K-$66K,"Exciting opportunity for a Business Intelligence Analyst at Innovate Solutions. Must have experience in Docker, Google Cloud, R, Tableau.",3.3,2025-10-07
Machine Learning Engineer,Beta Data,"Denver, CO",$102K-$143K,"Seeking a talented Machine Learning Engineer. Proficiency in Tableau, Machine Learning, Power BI, AWS, Git, Jira is a must.",4.9,2024-06-06
Business Intelligence Analyst,CyberSecure,"Toronto, ON",$74K-$86K,"Exciting opportunity for a Business Intelligence Analyst at CyberSecure. Must have experience in SQL, Git, Kubernetes, Python, Snowflake, Jira.",3.6,2025-01-17
Analytics Consultant,CloudSystems,"San Francisco, CA",$94K-$134K,"Exciting opportunity for a Analytics Consultant at CloudSystems. Must have experience in Jira, Docker, Statistics, AWS, Spark, Machine Learning, SQL, Tableau.",3.5,2025-09-29
Data Analyst,Delta Dynamics,"Boston, MA",$51K-$67K,"Delta Dynamics is hiring a Data Analyst. You should know Snowflake, SQL, R.",4.2,2024-10-06
Analytics Consultant,CyberSecure,"Denver, CO",$89K-$125K,"We are looking for a Analytics Consultant to join our team. You will be working with Power BI, SQL, R, Tableau.",3.5,2024-02-08
Junior Data Analyst,DataWiz,"Los Angeles, CA",$69K-$90K,"DataWiz is hiring a Junior Data Analyst. You should know R, Azure, Airflow, SQL.",4.9,2024-03-15
Machine Learning Engineer,Innovate Solutions,"Boston, MA",$111K-$129K,"Seeking a talented Machine Learning Engineer. Proficiency in R, Kubernetes, Power BI is a must.",4.9,2024-03-07
Data Scientist,Beta Data,"Los Angeles, CA",$76K-$125K,"We are looking for a Data Scientist to join our team. You will be working with Tableau, Kubernetes, Machine Learning, Git, Excel.",4.0,2025-04-14
Data Engineer,TechCorp,"Atlanta, GA",$85K-$104K,"We are looking for a Data Engineer to join our team. You will be working with Jira, Kubernetes, Excel.",3.4,2024-09-24
BI Developer,Gamma Group,"Los Angeles, CA",$114K-$125K,"Exciting opportunity for a BI Developer at Gamma Group. Must have experience in AWS, Jira, Python, Snowflake, Google Cloud, Looker.",3.4,2024-02-05
Senior Data Analyst,CyberSecure,"Berlin, DE",$52K-$78K,"CyberSecure is hiring a Senior Data Analyst. You should know Airflow, Hadoop, Azure, Excel, Google Cloud, Statistics, R.",3.9,2024-05-18
Financial Analyst,Gamma Group,"Denver, CO",$81K-$102K,"Exciting opportunity for a Financial Analyst at Gamma Group. Must have experience in Snowflake, Python, Airflow, Kubernetes, Hadoop, SQL, Tableau, Spark.",3.8,2024-08-15
Product Analyst,EduTech,"Berlin, DE",$119K-$164K,"Join EduTech as a Product Analyst. Key skills required: Spark, Tableau, Python, SQL.",4.1,2024-08-25
Analytics Consultant,Delta Dynamics,"Berlin, DE",$118K-$138K,"Exciting opportunity for a Analytics Consultant at Delta Dynamics. Must have experience in Python, Docker, AWS.",4.6,2025-08-01
Junior Data Analyst,Gamma Group,"Austin, TX",$111K-$149K,"Join Gamma Group as a Junior Data Analyst. Key skills required: Hadoop, Snowflake, Tableau, Python, Azure, SQL.",3.3,2025-10-03
Senior Data Analyst,TechCorp,"London, UK",$113K-$152K,"Join TechCorp as a Senior Data Analyst. Key skills required: Tableau, Snowflake, Looker, Jira, R, Power BI, Kubernetes.",4.5,2024-03-02
